external_id,title,description,category,state,eligibility,benefits,benefit_type,status,ministry,max_benefit,application_deadline,website_url
seed-micro-irrigation-tamil-nadu,Micro Irrigation Mission - Tamil Nadu,"Assistance for drip irrigation, sprinkler systems, fertigation units, and water-saving farm infrastructure. This record is tailored for applicants in Tamil Nadu and keeps the same frontend-ready structure expected by the app.",Agriculture,Tamil Nadu,"Farmers, FPOs, and cooperatives adopting approved micro-irrigation systems on cultivable land.","{""Drip irrigation subsidy"",""Sprinkler support"",""Water-use efficiency upgrade""}",Subsidies,active,Department of Agriculture and Farmers Welfare,40% to 70% project cost,31 March 2027,https://www.india.gov.in/micro-irrigation-mission/tamil-nadu
seed-micro-irrigation-telangana,Micro Irrigation Mission - Telangana,"Assistance for drip irrigation, sprinkler systems, fertigation units, and water-saving farm infrastructure. This record is tailored for applicants in Telangana and keeps the same frontend-ready structure expected by the app.",Agriculture,Telangana,"Farmers, FPOs, and cooperatives adopting approved micro-irrigation systems on cultivable land.","{""Drip irrigation subsidy"",""Sprinkler support"",""Water-use efficiency upgrade""}",Subsidies,active,Department of Agriculture and Farmers Welfare,40% to 70% project cost,31 March 2027,https://www.india.gov.in/micro-irrigation-mission/telangana
seed-micro-irrigation-tripura,Micro Irrigation Mission - Tripura,"Assistance for drip irrigation, sprinkler systems, fertigation units, and water-saving farm infrastructure. This record is tailored for applicants in Tripura and keeps the same frontend-ready structure expected by the app.",Agriculture,Tripura,"Farmers, FPOs, and cooperatives adopting approved micro-irrigation systems on cultivable land.","{""Drip irrigation subsidy"",""Sprinkler support"",""Water-use efficiency upgrade""}",Subsidies,active,Department of Agriculture and Farmers Welfare,40% to 70% project cost,31 March 2027,https://www.india.gov.in/micro-irrigation-mission/tripura
seed-micro-irrigation-uttar-pradesh,Micro Irrigation Mission - Uttar Pradesh,"Assistance for drip irrigation, sprinkler systems, fertigation units, and water-saving farm infrastructure. This record is tailored for applicants in Uttar Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Uttar Pradesh,"Farmers, FPOs, and cooperatives adopting approved micro-irrigation systems on cultivable land.","{""Drip irrigation subsidy"",""Sprinkler support"",""Water-use efficiency upgrade""}",Subsidies,active,Department of Agriculture and Farmers Welfare,40% to 70% project cost,31 March 2027,https://www.india.gov.in/micro-irrigation-mission/uttar-pradesh
seed-micro-irrigation-uttarakhand,Micro Irrigation Mission - Uttarakhand,"Assistance for drip irrigation, sprinkler systems, fertigation units, and water-saving farm infrastructure. This record is tailored for applicants in Uttarakhand and keeps the same frontend-ready structure expected by the app.",Agriculture,Uttarakhand,"Farmers, FPOs, and cooperatives adopting approved micro-irrigation systems on cultivable land.","{""Drip irrigation subsidy"",""Sprinkler support"",""Water-use efficiency upgrade""}",Subsidies,active,Department of Agriculture and Farmers Welfare,40% to 70% project cost,31 March 2027,https://www.india.gov.in/micro-irrigation-mission/uttarakhand
seed-micro-irrigation-west-bengal,Micro Irrigation Mission - West Bengal,"Assistance for drip irrigation, sprinkler systems, fertigation units, and water-saving farm infrastructure. This record is tailored for applicants in West Bengal and keeps the same frontend-ready structure expected by the app.",Agriculture,West Bengal,"Farmers, FPOs, and cooperatives adopting approved micro-irrigation systems on cultivable land.","{""Drip irrigation subsidy"",""Sprinkler support"",""Water-use efficiency upgrade""}",Subsidies,active,Department of Agriculture and Farmers Welfare,40% to 70% project cost,31 March 2027,https://www.india.gov.in/micro-irrigation-mission/west-bengal
seed-micro-irrigation-central,Micro Irrigation Mission - Central,"Assistance for drip irrigation, sprinkler systems, fertigation units, and water-saving farm infrastructure. This record is tailored for applicants in Central and keeps the same frontend-ready structure expected by the app.",Agriculture,Central,"Farmers, FPOs, and cooperatives adopting approved micro-irrigation systems on cultivable land.","{""Drip irrigation subsidy"",""Sprinkler support"",""Water-use efficiency upgrade""}",Subsidies,active,Department of Agriculture and Farmers Welfare,40% to 70% project cost,31 March 2027,https://www.india.gov.in/micro-irrigation-mission/central
seed-solar-pump-andhra-pradesh,Solar Pump Assistance - Andhra Pradesh,"Capital support for standalone solar pumps, grid-connected pumps, and feeder solarization for irrigation. This record is tailored for applicants in Andhra Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Andhra Pradesh,"Farmers with irrigation needs, functional borewell or water source access, and approved installation capacity.","{""Capital subsidy"",""Reduced diesel costs"",""Clean energy irrigation""}",Subsidies,active,Ministry of New and Renewable Energy,Up to Rs. 3 lakh,30 June 2027,https://www.india.gov.in/solar-pump-assistance/andhra-pradesh
seed-solar-pump-arunachal-pradesh,Solar Pump Assistance - Arunachal Pradesh,"Capital support for standalone solar pumps, grid-connected pumps, and feeder solarization for irrigation. This record is tailored for applicants in Arunachal Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Arunachal Pradesh,"Farmers with irrigation needs, functional borewell or water source access, and approved installation capacity.","{""Capital subsidy"",""Reduced diesel costs"",""Clean energy irrigation""}",Subsidies,active,Ministry of New and Renewable Energy,Up to Rs. 3 lakh,30 June 2027,https://www.india.gov.in/solar-pump-assistance/arunachal-pradesh
seed-solar-pump-assam,Solar Pump Assistance - Assam,"Capital support for standalone solar pumps, grid-connected pumps, and feeder solarization for irrigation. This record is tailored for applicants in Assam and keeps the same frontend-ready structure expected by the app.",Agriculture,Assam,"Farmers with irrigation needs, functional borewell or water source access, and approved installation capacity.","{""Capital subsidy"",""Reduced diesel costs"",""Clean energy irrigation""}",Subsidies,active,Ministry of New and Renewable Energy,Up to Rs. 3 lakh,30 June 2027,https://www.india.gov.in/solar-pump-assistance/assam
seed-solar-pump-bihar,Solar Pump Assistance - Bihar,"Capital support for standalone solar pumps, grid-connected pumps, and feeder solarization for irrigation. This record is tailored for applicants in Bihar and keeps the same frontend-ready structure expected by the app.",Agriculture,Bihar,"Farmers with irrigation needs, functional borewell or water source access, and approved installation capacity.","{""Capital subsidy"",""Reduced diesel costs"",""Clean energy irrigation""}",Subsidies,active,Ministry of New and Renewable Energy,Up to Rs. 3 lakh,30 June 2027,https://www.india.gov.in/solar-pump-assistance/bihar
seed-solar-pump-chhattisgarh,Solar Pump Assistance - Chhattisgarh,"Capital support for standalone solar pumps, grid-connected pumps, and feeder solarization for irrigation. This record is tailored for applicants in Chhattisgarh and keeps the same frontend-ready structure expected by the app.",Agriculture,Chhattisgarh,"Farmers with irrigation needs, functional borewell or water source access, and approved installation capacity.","{""Capital subsidy"",""Reduced diesel costs"",""Clean energy irrigation""}",Subsidies,active,Ministry of New and Renewable Energy,Up to Rs. 3 lakh,30 June 2027,https://www.india.gov.in/solar-pump-assistance/chhattisgarh
seed-solar-pump-goa,Solar Pump Assistance - Goa,"Capital support for standalone solar pumps, grid-connected pumps, and feeder solarization for irrigation. This record is tailored for applicants in Goa and keeps the same frontend-ready structure expected by the app.",Agriculture,Goa,"Farmers with irrigation needs, functional borewell or water source access, and approved installation capacity.","{""Capital subsidy"",""Reduced diesel costs"",""Clean energy irrigation""}",Subsidies,active,Ministry of New and Renewable Energy,Up to Rs. 3 lakh,30 June 2027,https://www.india.gov.in/solar-pump-assistance/goa
seed-solar-pump-gujarat,Solar Pump Assistance - Gujarat,"Capital support for standalone solar pumps, grid-connected pumps, and feeder solarization for irrigation. This record is tailored for applicants in Gujarat and keeps the same frontend-ready structure expected by the app.",Agriculture,Gujarat,"Farmers with irrigation needs, functional borewell or water source access, and approved installation capacity.","{""Capital subsidy"",""Reduced diesel costs"",""Clean energy irrigation""}",Subsidies,active,Ministry of New and Renewable Energy,Up to Rs. 3 lakh,30 June 2027,https://www.india.gov.in/solar-pump-assistance/gujarat
seed-solar-pump-haryana,Solar Pump Assistance - Haryana,"Capital support for standalone solar pumps, grid-connected pumps, and feeder solarization for irrigation. This record is tailored for applicants in Haryana and keeps the same frontend-ready structure expected by the app.",Agriculture,Haryana,"Farmers with irrigation needs, functional borewell or water source access, and approved installation capacity.","{""Capital subsidy"",""Reduced diesel costs"",""Clean energy irrigation""}",Subsidies,active,Ministry of New and Renewable Energy,Up to Rs. 3 lakh,30 June 2027,https://www.india.gov.in/solar-pump-assistance/haryana
seed-solar-pump-himachal-pradesh,Solar Pump Assistance - Himachal Pradesh,"Capital support for standalone solar pumps, grid-connected pumps, and feeder solarization for irrigation. This record is tailored for applicants in Himachal Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Himachal Pradesh,"Farmers with irrigation needs, functional borewell or water source access, and approved installation capacity.","{""Capital subsidy"",""Reduced diesel costs"",""Clean energy irrigation""}",Subsidies,active,Ministry of New and Renewable Energy,Up to Rs. 3 lakh,30 June 2027,https://www.india.gov.in/solar-pump-assistance/himachal-pradesh
seed-solar-pump-jharkhand,Solar Pump Assistance - Jharkhand,"Capital support for standalone solar pumps, grid-connected pumps, and feeder solarization for irrigation. This record is tailored for applicants in Jharkhand and keeps the same frontend-ready structure expected by the app.",Agriculture,Jharkhand,"Farmers with irrigation needs, functional borewell or water source access, and approved installation capacity.","{""Capital subsidy"",""Reduced diesel costs"",""Clean energy irrigation""}",Subsidies,active,Ministry of New and Renewable Energy,Up to Rs. 3 lakh,30 June 2027,https://www.india.gov.in/solar-pump-assistance/jharkhand
